author_id,name,orcid
auth_a6770635,Patricia Bates,0000-0007-4377-8547
auth_58e4fbad,Melissa Li,0000-0009-6775-0037
auth_8371a30d,Andrew Strong,0000-0008-1963-9214
auth_d12b35f7,Chelsea Cooper,0000-0002-0746-6266
auth_521e249b,Michael Alexander,0000-0005-7948-7235
auth_41e55b3c,Colleen Martinez,0000-0000-4930-0259
auth_84ef5c5e,Richard Duncan,0000-0001-9888-3076
auth_21f6e649,Catherine Johnson,0000-0002-7392-2606
auth_c229d1b2,Tammy Snyder,0000-0001-5270-5350
auth_fbc4bdf8,Sean Davis,0000-0006-9891-3484
auth_b838e838,Antonio Whitney,0000-0009-5420-5742
auth_64362deb,Samantha Bryant,0000-0001-7409-4724
auth_7984e8ed,Jessica Weeks,0000-0005-6312-6817
auth_ee0ad765,Melinda Griffith,0000-0003-8158-2793
auth_b6edd839,Jennifer Walsh,0000-0000-7810-4381
auth_31a198ad,Patricia Romero,0000-0003-5334-3622
auth_0320f451,Carl Davis,0000-0001-8596-8080
auth_9e77f260,Kevin Smith,0000-0000-8083-2219
auth_0f3d5b5f,Richard Burns,0000-0008-1757-4786
auth_374de7ff,Eric Cruz,0000-0005-5555-8749
auth_5dbc06d7,Christopher Jones,0000-0001-3064-9359
auth_f7bf6d74,Robert Haney,0000-0005-8354-4509
auth_07068ffb,Suzanne Sanford,0000-0002-5623-3869
auth_d9089ef9,Raymond Cross,0000-0001-7133-1275
auth_fce6ce54,Richard Key,0000-0008-5952-8549
auth_94b5b0c6,Larry Woodward,0000-0006-1608-9730
auth_3bbda50e,Joseph Reeves,0000-0004-7282-3720
auth_464c578b,Judith Underwood,0000-0007-5996-7724
auth_90089518,Sarah Chavez,0000-0000-7057-9727
auth_db3ff608,Laura Henderson,0000-0006-3484-9769
auth_42f4f23a,Laura Hoffman,0000-0005-0256-6870
auth_4bb57f1a,Samuel Estrada,0000-0003-7219-8459
auth_9102fcfa,Tyrone Rogers,0000-0000-9211-4508
auth_4059426f,Reginald Khan,0000-0002-9343-7551
auth_29dc8c44,Dr. Hector Bond,0000-0001-9918-3562
auth_5adac20f,Lindsay Mitchell,0000-0004-5764-3033
auth_9aafee53,Jason White,0000-0002-4134-1912
auth_0c823abb,Christopher Ruiz,0000-0003-6004-9175
auth_be4b5230,Kenneth Davis,0000-0006-9966-1101
auth_6928f4ec,Kristin Harris,0000-0001-0505-9873
auth_d75af6e6,Eric Flores,0000-0005-0675-2972
auth_9b258e47,Jessica Ray,0000-0001-0919-5156
auth_448231f0,Pamela Brown,0000-0002-9528-5827
auth_7f64d8c1,Sonya Burton,0000-0007-4698-0332
auth_e4e2a23f,Daniel Garcia,0000-0007-7631-1550
auth_fef8e45f,Ronald Ingram,0000-0002-3846-0697
auth_b4de45a5,Joel Cooper,0000-0000-2037-3071
auth_a9655cb5,Brian Copeland,0000-0001-9400-3103
auth_f22e41dd,Heather Rosales,0000-0001-1732-5643
auth_f2967cb5,Cindy Wilson,0000-0000-7177-2785
auth_fce327f9,Cynthia Wright,0000-0001-7280-2953
auth_e62f584c,Erin Taylor,0000-0002-3758-9302
auth_e9d9fd38,Angela Vasquez,0000-0002-7304-7058
auth_987e0e85,Richard Baker,0000-0000-9897-7107
auth_3148477f,Joshua Little,0000-0007-1757-5286
auth_2e4e51d8,Nathan Lang,0000-0006-2625-3430
auth_93a5b043,Jill Baldwin,0000-0000-0669-9946
auth_68598618,Theresa Thompson,0000-0006-5482-0276
auth_d46d0d5c,Monica Bates,0000-0002-4730-5409
auth_7a0060e1,Scott Murphy,0000-0004-1340-4682
auth_1f077ddf,Jeffery Jordan,0000-0003-0746-9123
auth_3e92f245,Kenneth Robbins,0000-0005-0257-0107
auth_e7e97a5d,Sierra Robinson,0000-0008-8239-1996
auth_91ee0fd9,Chad Williams,0000-0004-1370-7576
auth_c0d05e8a,Laura Henderson,0000-0000-9162-6452
auth_57083c63,Kimberly Thompson,0000-0007-7517-9794
auth_2f9c3514,Douglas Duarte,0000-0006-3600-8115
auth_ede1669f,Tammy Padilla,0000-0005-1317-2719
auth_273bc062,Timothy Burke,0000-0000-3649-9588
auth_3ceeb419,Mr. Troy Mathews,0000-0005-8689-1653
auth_6c4ae5f5,Joshua Brown,0000-0001-1206-3422
auth_221b4a87,Jeffrey Blake,0000-0007-7145-1143
auth_022e1e02,Matthew Hopkins,0000-0009-5194-1434
auth_76dc3a60,Jennifer Robinson,0000-0009-9275-7164
auth_a7ae3281,Derrick Marshall,0000-0002-2043-5104
auth_caa80711,Marie Johnson,0000-0005-5461-9159
auth_4a4e37a3,Ana Moore,0000-0004-5570-6397
auth_75b3f4c8,Kelly Berry,0000-0006-4045-8640
auth_90c954b9,Diana Quinn,0000-0001-3904-7172
auth_63a28f00,Teresa Martin,0000-0006-4317-1357
auth_504fa745,Jennifer Harris,0000-0007-9853-0686
auth_0040bc1f,Joshua Rivera,0000-0008-1349-6514
auth_3563eb51,Andrew Hayes,0000-0005-0335-4122
auth_c00b963f,Whitney Luna,0000-0006-5562-3822
auth_d7dbcc0d,William Blanchard,0000-0009-2814-5408
auth_fe861618,Valerie Nelson,0000-0002-6135-2600
auth_e4e4f4d4,Taylor Stephens,0000-0009-8823-9930
auth_4bf9aff4,Sherry Ramos,0000-0001-6706-1249
auth_ed766c78,Joshua Wilkerson,0000-0006-8385-4569
auth_96a9197a,Edward Mckenzie,0000-0004-5802-5382
auth_3d43c168,Shelly Ramirez,0000-0008-7020-5794
auth_6b0e6d07,Jeffery Vazquez,0000-0008-4111-5313
auth_9b6b682c,Nancy Brown,0000-0007-5433-5845
auth_a5dbed8e,Janet Hunt,0000-0005-8691-7488
auth_9c201481,Kelly Payne,0000-0005-4170-1577
auth_98e62ea6,Sharon Burton,0000-0008-9755-5116
auth_0ff583fd,Heather Alvarez,0000-0006-7710-0335
auth_9eb5d65a,Derek Everett,0000-0000-2333-1452
auth_55fe0ab9,Scott Keller,0000-0000-9304-7957
auth_223a51bd,Jeffrey Briggs,0000-0009-7607-4501
auth_28d14e91,Dakota Lucas,0000-0002-4981-7370
auth_01bfa8ef,Rachel Allen,0000-0005-0043-4312
auth_9a45205e,Olivia Brown,0000-0006-9015-8371
auth_0a1b3918,Cheyenne Barron,0000-0001-6735-6363
auth_85b0e843,Juan Contreras,0000-0003-7091-5156
auth_9bb1f153,Melissa Johnson,0000-0007-8673-4581
auth_70cd31cc,Michael Santos,0000-0000-4703-9817
auth_efaa2f4e,Mark Montoya,0000-0006-5387-2954
auth_94c05458,Darin Ortiz,0000-0004-3508-9152
auth_fc15b82f,Jennifer Warren,0000-0004-0255-0884
auth_653f0623,Stephanie Wallace,0000-0007-7739-9876
auth_1eb6dfe0,Paul Cox,0000-0000-3278-5509
auth_079e3d15,Steven Deleon,0000-0001-4533-2682
auth_fdde7444,Renee Mcclure,0000-0004-3794-0049
auth_c80065ae,Melissa Warren,0000-0003-6687-6265
auth_5e8330af,Deanna Williams,0000-0005-3876-5374
auth_55c144a1,David Nelson,0000-0000-7066-2819
auth_a7894e91,Richard Mendez,0000-0005-2285-0372
auth_37729bb9,Joshua Garcia,0000-0004-7533-0380
auth_8d237958,Kimberly Harris,0000-0000-1781-8447
auth_fcb9ebad,Veronica Glover,0000-0002-4809-1901
auth_eef9df0b,Susan Marquez,0000-0004-2323-4242
auth_04933684,Travis Ruiz,0000-0007-7683-2655
auth_eb1dc542,April Warner,0000-0003-1946-8345
auth_a97db3fc,Robert Baker,0000-0003-6271-2864
auth_2fd3ae87,Lisa Rogers,0000-0003-4573-0044
auth_ffd880d2,Daniel Clements,0000-0005-7350-7021
auth_ff136e7e,Kathryn Hodges,0000-0004-2696-4150
auth_c26b4da9,Jessica Carter,0000-0009-8595-9876
auth_60b3e51e,Ashley Martinez,0000-0008-7993-0689
auth_1d157774,Mr. Dustin Richards DDS,0000-0007-6563-2158
auth_f808886a,Laura Morris,0000-0005-9382-2511
auth_57a9b432,John Short,0000-0000-8814-8560
auth_71c3ead6,Mark Guzman,0000-0002-5628-0115
auth_e2ca3069,Melvin Johnson,0000-0009-3216-1434
auth_03cae761,Jill Ramirez,0000-0007-6601-9642
auth_83ff020e,Barry Maynard,0000-0005-5363-0326
auth_b09f8393,Shawn Thomas,0000-0008-1301-8215
auth_f73d0948,Pamela Sanders,0000-0002-1156-6216
auth_dec6e0ab,William Rodriguez,0000-0005-8838-2124
auth_e9da051c,Michael Smith,0000-0005-3821-7959
auth_b78d9d3b,Kristin Crane,0000-0005-6381-3566
auth_9d4e26c7,John Velazquez,0000-0007-8117-8347
auth_b3a9942e,Katie Turner,0000-0001-1984-4413
auth_2c4b53ac,Bryan Rocha,0000-0006-8892-9193
auth_8a4cd0e8,Mr. Oscar Mccall,0000-0003-1982-7714
auth_7c92f1e0,Jacob Stanley,0000-0007-0791-9567
auth_2f989c96,Traci Rogers,0000-0007-5165-1577
auth_30ca69a9,Michelle Sparks,0000-0008-9603-0926
auth_748c4a06,Elizabeth Webster,0000-0004-3391-0028
auth_358ef367,Paul Barnett,0000-0008-4250-3882
auth_7b1d5950,Joseph Nolan,0000-0007-0392-1072
auth_99402d01,Brandon Lewis,0000-0005-9087-6071
auth_e2019614,Beverly Hoffman,0000-0005-8892-1329
auth_40acf437,Brian Dodson Jr.,0000-0001-5946-2636
auth_0893572f,Connie Bryant,0000-0007-0731-6106
auth_3e5be267,Katie Miller,0000-0006-6730-7008
auth_1bca7de3,Julie Holder,0000-0004-7865-1232
auth_d58a6838,Nicole Orr,0000-0007-0233-8854
auth_054f5eaf,Christy Sanchez,0000-0001-2242-5925
auth_07b66bce,Kathleen Russell,0000-0006-2717-9347
auth_c21bb8f1,Paul Moreno,0000-0000-2104-4583
auth_a2985134,Bruce Welch,0000-0006-6206-8133
auth_c34ffd3c,Jason Stuart,0000-0003-3134-3885
auth_38da18a0,Roberto Carter,0000-0004-4629-5249
auth_8b3a079c,Faith Diaz,0000-0004-7757-1598
auth_36e66e57,Katherine Davenport,0000-0000-8096-7550
auth_748d6ea5,Ryan Hansen,0000-0007-2568-0247
auth_e11a7a19,Elizabeth Perez,0000-0009-1493-9850
auth_bf703b06,Robert Nunez,0000-0002-8664-9564
auth_f259d208,Allison Stewart,0000-0009-2198-1748
auth_e66f1021,Logan Allen,0000-0002-9231-3913
auth_e3ba0107,Samantha Mills,0000-0003-6055-6926
auth_2b80c956,Lacey Nguyen,0000-0002-4499-8979
auth_4160ad7a,Abigail Rosales,0000-0002-8108-1454
auth_69df3204,Tammy Trujillo,0000-0003-1926-4213
auth_7ff49e24,Rebecca Aguirre,0000-0004-3384-8279
auth_ef3a8e41,Cassandra King,0000-0002-7487-8342
auth_2be7bcef,Brandon Miller,0000-0007-4192-6795
auth_4e39179c,Lisa Stevens PhD,0000-0003-1834-5998
auth_ad20eed9,Ann Martinez,0000-0007-4768-1504
auth_d89d1c4d,Taylor Fitzgerald,0000-0009-1975-1293
auth_4ef46a72,Tyler Allen,0000-0001-4563-5704
auth_526717ab,Connor Gibbs,0000-0003-2193-3438
auth_f63e7e5c,Erin Henry,0000-0009-9785-7907
auth_49284247,Mr. Christopher Schmidt II,0000-0007-4932-1817
auth_e04b177b,Michelle Sparks,0000-0003-3791-3428
auth_824c3241,Megan Anderson,0000-0005-4131-5866
auth_faaee86f,Andrew Jacobson,0000-0003-9966-6441
auth_413b9a44,Terri Walker,0000-0000-6495-9910
auth_72f8dc92,David Kirby,0000-0007-2088-8544
auth_4b717340,Tiffany Nixon,0000-0000-0700-9710
auth_5509bb32,Melinda Harris,0000-0007-7213-0943
auth_b1f9184b,Jennifer Rowland,0000-0009-9494-6494
auth_f9a01dde,Maria Powell,0000-0005-2861-5969
auth_ea02407e,Patrick Dixon,0000-0001-5664-5920
auth_16ca1a93,Derek Lee,0000-0006-5728-0379
auth_d45ab5ef,Marissa Pierce,0000-0009-6222-1285
auth_bc4a9190,Elizabeth Fuller,0000-0004-0396-6150
auth_8f18f46b,Andrew Freeman,0000-0009-0894-9326
auth_0a30d759,Mary Rollins,0000-0001-3890-8339
auth_5280ff93,Shannon Smith,0000-0009-0463-1961
auth_55da83d4,Michael Mccall,0000-0009-9366-9062
auth_dc4dfb35,Rhonda Stewart,0000-0009-6522-7104
auth_72029d71,Tommy Jackson,0000-0000-2403-6850
auth_0f6524ee,Jonathan Powell DDS,0000-0004-0348-6854
auth_307b3bd3,Brianna Kim,0000-0006-0139-6371
auth_6cb902f9,Richard Roberts,0000-0002-7253-5112
auth_042c4d75,Joel Ramsey,0000-0007-6242-0605
auth_d1cbd563,Cody Castaneda,0000-0001-4809-9642
auth_397b64c0,Jason Parker,0000-0004-0548-2274
auth_5d5288df,Amy Walls,0000-0008-3075-3959
auth_3481436e,Leonard Wade PhD,0000-0000-3409-5264
auth_0731475b,Matthew Hayes,0000-0003-5077-7737
auth_4f028651,Michael Estes,0000-0000-8016-5862
auth_78ade012,Karen Peters,0000-0000-9588-7866
auth_9142d05c,Christopher Miller,0000-0001-8686-1413
auth_0a7e7ad6,Lisa Le,0000-0002-9952-8013
auth_5f9c4116,Brittney Kelly,0000-0008-4126-5746
auth_00ba471f,Paul Oneill,0000-0002-0491-7497
auth_798ae56d,Kevin Miller,0000-0005-3289-3491
auth_f33927be,James Evans,0000-0001-0857-4551
auth_074c9125,Jennifer Mercado,0000-0000-2734-7710
auth_4831334c,Elijah Butler,0000-0008-1293-0201
auth_ac2ad76d,George Thompson,0000-0000-6668-4908
auth_33177175,Brian Montgomery,0000-0008-8284-3649
auth_4513c14a,Amy Fisher,0000-0004-0846-2212
auth_7c461bf1,David Underwood,0000-0002-0907-8698
auth_3aa55045,Michelle Cantu,0000-0002-0574-8662
auth_fea319e9,Terri Bruce,0000-0003-3944-4222
auth_eb7eb0e2,Jennifer Massey,0000-0008-9688-7173
auth_e217647d,Alexa Perez,0000-0000-6647-8796
auth_efd4289f,Derek Ford,0000-0006-1874-1442
auth_84abc48e,Megan Beck,0000-0001-5091-7910
auth_f68c1d35,Kristin Christensen,0000-0000-7409-8216
auth_924f4cac,Brandon Martinez,0000-0009-5950-8052
auth_3d3debd9,Caroline Baldwin,0000-0009-8900-7167
auth_422058a7,Daniel Hunt DDS,0000-0003-2295-0936
auth_7b57712e,Deborah Jackson,0000-0005-4816-6928
auth_d3b649c5,Morgan Davis,0000-0007-2425-5939
auth_733f8c56,Travis Chang,0000-0006-2304-4964
auth_7c6a6c49,Eric Burns,0000-0006-9590-8148
auth_c5c497b8,Kaitlin Rush,0000-0007-7379-7811
auth_7253bb0e,Erica Thompson,0000-0009-4432-9563
auth_b547379a,Deborah Jones,0000-0006-6347-4867
auth_d687d032,Thomas Perry,0000-0006-7307-9886
auth_d70c5038,Melanie Jenkins,0000-0009-4396-3787
auth_6e6fad08,Justin Stephens,0000-0001-0566-9204
auth_c1b56adb,Regina Anderson,0000-0002-2919-1748
auth_32570f9e,Dennis Lucero,0000-0004-7669-8590
auth_13df0149,Christine Hayes,0000-0004-2493-0968
auth_58340314,Mathew Walker,0000-0006-4784-0335
auth_3ac814d5,Regina Brown,0000-0008-0690-3740
auth_682be0dc,Zachary Andersen,0000-0008-4262-4693
auth_a5870a02,Mark Meyer,0000-0001-9105-8043
auth_8ac32f8c,Aaron Benjamin,0000-0008-8966-4073
auth_f7fe6002,Benjamin Walker,0000-0002-0916-9202
auth_f86d169f,Emily Foster,0000-0009-1106-3266
auth_252e6947,Michelle Gamble,0000-0002-4864-8431
auth_c724965a,Patricia Massey,0000-0004-8733-4144
auth_aeee053d,Christopher Rivas,0000-0005-7534-1270
auth_f0b1348a,Leon Rojas,0000-0000-4568-0175
auth_2bebd9eb,Nicholas Russell,0000-0007-8771-6858
auth_5f85889a,Kenneth Duncan,0000-0001-0843-0806
auth_c0eedf96,Robin Lowe,0000-0000-8443-4267
auth_0024b958,Sarah Mays,0000-0003-1708-9794
auth_a4a6958b,Barry Alexander,0000-0006-2002-9752
auth_d2672d9d,Mark Cox,0000-0006-8184-9752
auth_60376d5f,Tamara Schultz,0000-0002-4140-6119
auth_2b74a0f0,Mindy Williams,0000-0008-9618-0547
auth_ae1773ac,Laurie Hall,0000-0004-1915-8336
auth_0a9a8d66,Karen Beard,0000-0009-9998-3345
auth_b0c9d888,Lauren Hartman,0000-0009-3344-9458
auth_020545d3,Sarah Sanchez DVM,0000-0007-4410-2015
auth_c73af389,Michael Garrett,0000-0004-3223-3755
auth_83e5cdeb,Shelby Tucker,0000-0005-6799-1328
auth_e863d553,Eric Ruiz,0000-0009-9242-6609
auth_a999a59f,Jennifer Fisher,0000-0005-2774-6528
auth_d8388f79,Dr. Cheryl Taylor,0000-0008-6450-6500
auth_d0428ffa,Alexis Williams,0000-0009-2968-7314
auth_cd6ee790,Alexandra Hubbard,0000-0006-8438-4011
auth_f5976580,Lori Thomas,0000-0004-0104-9001
auth_701a3562,Paul Johns,0000-0004-1359-3635
auth_e75af4bc,Dr. Jennifer Watson,0000-0007-2733-4275
auth_55b3fe83,Michael Sampson,0000-0004-8655-8899
auth_5ebb49ec,Richard Ramirez,0000-0002-7146-2189
auth_f56b392d,Christina Erickson,0000-0005-8625-7759
auth_c344965e,Katherine Hughes,0000-0001-4953-6664
auth_498861fb,April Rice,0000-0007-8762-1563
auth_e1b75786,Austin Ballard,0000-0005-1114-9369
auth_9a74ba7a,Terri Jackson,0000-0009-6821-4975
auth_5ccfaeb9,Mark Hancock,0000-0007-7820-9211
auth_43f7c5d3,Jessica Giles,0000-0004-6531-2080
auth_e823091b,Matthew Robinson,0000-0002-3513-4220
auth_5efc6c77,Phillip Johnson,0000-0005-8915-3993
auth_163199d4,Tonya Wilson,0000-0001-8983-2631
auth_0ad03920,Jason Stevenson,0000-0003-3779-6707
auth_dee0df0d,Mariah Mccall,0000-0003-0815-6366
auth_0f116ce8,Michael Cooper,0000-0006-9535-5204
auth_016a0904,Sarah Mcneil,0000-0007-5938-8879
auth_a715a122,Jamie Campbell,0000-0000-5330-0357
auth_32bfbd74,Nathaniel Melton,0000-0005-5070-4717
auth_9e6cb45a,Cassie Dunn,0000-0005-4385-6285
auth_d61a4d40,Alejandro Macias,0000-0004-0829-7580
auth_32edd183,Heather Norton,0000-0005-1595-4094
auth_e55fd283,Tiffany Anderson,0000-0007-5113-8874
auth_6421cd13,Jonathan Sanders,0000-0009-1600-1904
auth_92063e32,Michael Wilkinson,0000-0005-4477-3056
auth_6b3ae192,Theresa Davis,0000-0000-5010-6355
auth_7738b705,Mandy Stevens,0000-0005-3800-8569
auth_75dd2cc1,Wendy Mayer,0000-0004-5754-8869
auth_4d341c6f,Brittany Martin,0000-0005-0489-4041
auth_3ee52dea,Timothy Perez,0000-0007-5341-4437
auth_afb6ee0f,Jessica Griffin,0000-0009-6176-6372
auth_6ba7e5e4,Jennifer Brooks,0000-0001-1908-6167
auth_d609956b,Kimberly Miller,0000-0009-4404-7399
auth_0e907a72,Lauren Smith,0000-0009-5386-0517
auth_09dcaa20,Tracie Young,0000-0003-6611-7873
auth_0144fb6f,Robert Robinson,0000-0007-1980-9239
auth_b7b69207,Caroline Herrera,0000-0005-6960-2727
auth_feb111e5,David Miller,0000-0000-4182-6819
auth_19256abd,Jessica Gutierrez,0000-0007-7635-0460
auth_763d99a0,Kevin Smith,0000-0008-2708-2054
auth_d2d2c138,David Davis,0000-0004-8608-6332
auth_0e33c55d,Antonio Valentine,0000-0005-4508-4784
auth_1d0b77ca,Jessica Lee,0000-0000-6990-3755
auth_3526edfd,James Miller,0000-0004-8503-5633
auth_4426bcec,Michelle Howard,0000-0001-1871-8333
auth_3d27a921,Amy Jensen MD,0000-0009-0690-2713
auth_0a74be0f,David Henderson,0000-0000-9988-9562
auth_4cb058d2,Seth Contreras,0000-0005-7042-6289
auth_df7b5190,Holly Alvarado,0000-0004-0937-5971
auth_df0305f0,Jeffrey Greene,0000-0001-4269-2400
auth_50dbbbb4,Terry Rodriguez,0000-0003-7644-7084
auth_fc2d0cff,Mariah Miller,0000-0005-9792-0097
auth_f4c8052a,Yolanda Martin,0000-0002-5032-3964
auth_a086d9c1,Susan Soto,0000-0009-5066-0251
auth_0e99f3bf,William Owen,0000-0007-0135-6509
auth_f044e744,Tina Harrison,0000-0000-7700-6215
auth_e7ad2c8d,Victoria Ramos,0000-0004-5467-5083
auth_632b50a8,Katrina Allen,0000-0001-0594-4745
auth_f58f4bfd,Samantha Barajas,0000-0006-1502-9122
auth_92e7f1ee,Kelly Ward,0000-0001-9348-3619
auth_e0bd57d6,Michael Nunez,0000-0003-2586-2063
auth_eb30ded1,Veronica Berry,0000-0006-0283-7348
auth_a79a0e7d,Jeffrey Becker,0000-0001-7473-7936
auth_5ff26341,Cory Velasquez,0000-0004-6512-8017
auth_dc06ff70,Paul Schultz,0000-0000-1295-1854
auth_b104de93,Wendy Strickland,0000-0000-2944-3645
auth_23ce5fa2,Benjamin Estrada,0000-0004-9161-2324
auth_e37aaf9f,Justin Allen,0000-0007-3541-4462
auth_50518b6d,Sabrina Flores,0000-0008-0295-5914
auth_7d8a0882,Molly Acevedo,0000-0009-1289-7938
auth_613ddb84,Margaret Conway,0000-0008-9643-1968
auth_f36465ed,Kristin Deleon,0000-0007-7375-5613
auth_b6a7d6d9,James Smith,0000-0006-2700-8563
auth_37e0dc41,John Romero,0000-0001-1930-6655
auth_3c94ab08,Nathan Simpson,0000-0008-5212-0466
auth_2740d738,Richard Nichols,0000-0005-6935-5550
auth_abc00272,David Burke,0000-0003-3066-8884
auth_a35f3d6f,Keith Miller,0000-0000-1221-6687
auth_98feed62,Tyler Rosales DDS,0000-0006-3950-3321
auth_16dd5396,Kathryn Graham,0000-0007-5801-6857
auth_e71d862b,Brandon Wilkinson,0000-0000-0812-4896
auth_7e3ed26b,Amber Garner,0000-0004-9216-8266
auth_cbd19b62,Joan Smith,0000-0002-5998-7028
auth_76cd5ab9,Mary Morrow,0000-0008-1431-7311
auth_4f8bbea0,Jason Lyons,0000-0009-2520-7674
auth_5b134518,Steven King,0000-0000-8117-0845
auth_7ae8712e,Melissa Lopez,0000-0009-7655-3920
auth_d63483dc,Ashley Carter,0000-0006-3966-6651
auth_b608ab43,Kathleen Perez,0000-0006-3060-3301
auth_9ddfd431,Eric Munoz,0000-0002-1827-4178
auth_f58b8dbb,Teresa Turner,0000-0006-8509-1148
auth_899fbdd0,Adam Byrd,0000-0008-0567-7847
auth_4e130483,Michael Cooke,0000-0002-3999-7672
auth_60e3be97,Timothy Fernandez,0000-0001-9880-4910
auth_b9c6d92c,Dana Anderson,0000-0001-7213-7147
auth_1d3c1cfc,Frank Morales,0000-0009-8922-7323
auth_fb25e123,Stephanie Taylor,0000-0009-0319-5327
auth_f71af69d,Ashley Clayton,0000-0008-2126-4587
auth_ed4b4770,Michelle Mccarthy,0000-0007-0215-5821
auth_8e816845,Craig Hernandez,0000-0002-9756-3362
auth_4b95085c,Briana Carroll,0000-0002-8406-1554
auth_c26f6569,Samantha Jacobson,0000-0002-9453-4571
auth_c6186a4b,Louis Castillo,0000-0002-8109-6564
auth_dcba261d,Jeffrey Mendoza,0000-0005-4571-7053
auth_113e2bff,James Adams,0000-0003-3222-6937
auth_3d541f03,Anne Green,0000-0000-0098-6888
auth_3f790ffc,Laura Sanchez,0000-0007-9034-0153
auth_7c3cf517,Linda Walker,0000-0003-7734-2398
auth_d7c17f6c,Eric Ford,0000-0008-5632-9173
auth_07573180,Kyle Tran,0000-0001-0959-4649
auth_60c0af6a,Diana Thomas,0000-0002-4943-8507
auth_7fd96e75,Jill Stone,0000-0003-9263-2317
auth_9948b967,Jennifer Lawson,0000-0008-0015-5012
auth_16bccc2e,Zachary Jones,0000-0000-5475-3302
auth_e5656fad,Holly Lewis,0000-0005-2357-1066
auth_aea43844,Jesse Horton,0000-0002-1871-1965
auth_8d9e7530,Anthony Finley,0000-0002-1292-3188
auth_2dcb68db,Brandon Cole,0000-0008-2315-5265
auth_d98bb0d8,Rebecca Murray,0000-0003-5537-3132
auth_af51cec7,Christopher Kelly,0000-0006-3694-0956
auth_000500dd,Cynthia Bond,0000-0007-8486-4966
auth_5cb85f3a,Alicia Butler,0000-0001-5259-5578
auth_75e4863a,Stephen Hood,0000-0002-2865-5336
