src_paper_id,dst_paper_id
1cbbe1a129c0d1f53d8e16ca74238334372507dc,7c78452937f1ba2d332c98bf4e8254188c0f1266
1cbbe1a129c0d1f53d8e16ca74238334372507dc,7ccbe9525f69449b2eaaa86a7b3947b1d965e9c2
1cbbe1a129c0d1f53d8e16ca74238334372507dc,7e3b8a70d72a0ba4c7f189991d912822a1f2959d
1cbbe1a129c0d1f53d8e16ca74238334372507dc,8018a561d2ed821cfb4be7ce04993cabf9932c2f
1cbbe1a129c0d1f53d8e16ca74238334372507dc,80ba6bcc8068556359c7193c22d941e3b0b29e6e
1cbbe1a129c0d1f53d8e16ca74238334372507dc,83e89d56d0d0e1dfd8b52213e6cc2e191aaaf34b
1cbbe1a129c0d1f53d8e16ca74238334372507dc,8401b22a88e826e758ffc136bfc411a51216e594
1cbbe1a129c0d1f53d8e16ca74238334372507dc,84b8ff51c8fe57426a56d0adca99495d4fce0f4c
1cbbe1a129c0d1f53d8e16ca74238334372507dc,8c879b8afef2184dc75f7ff9923fd78be8c0af30
1cbbe1a129c0d1f53d8e16ca74238334372507dc,9d5dbe7230161db2d3573c3d5e7868dda42a6d3e
1cbbe1a129c0d1f53d8e16ca74238334372507dc,9e20f6874feaaf7c9994f9875b1d9cab17a2fd59
1cbbe1a129c0d1f53d8e16ca74238334372507dc,a1124bbff30af32e9fe5bee6c4fa0cdcef5e7356
1cbbe1a129c0d1f53d8e16ca74238334372507dc,a11828bb8b2e5f1644360567f0e46d20de342ad6
1cbbe1a129c0d1f53d8e16ca74238334372507dc,bb44a2ab0bfd5027a206758d3a28e31f5829a2a3
1cbbe1a129c0d1f53d8e16ca74238334372507dc,c0cd4b4844c31a27a7900a754d0a91b160b00e55
1cbbe1a129c0d1f53d8e16ca74238334372507dc,c50e20fd223807a6a692103bcd5530f0388c15e7
1cbbe1a129c0d1f53d8e16ca74238334372507dc,c529f5b08675f787cdcc094ee495239592339f82
1cbbe1a129c0d1f53d8e16ca74238334372507dc,c7fd29fdd2e0b50a571db4f607eab138e9ecb644
1cbbe1a129c0d1f53d8e16ca74238334372507dc,cda969fd7362bdf21aa1f3398078982dcb350d76
1cbbe1a129c0d1f53d8e16ca74238334372507dc,cdf4f091c99127c779a3a24f6ec7fb55cc1b8c3f
1cbbe1a129c0d1f53d8e16ca74238334372507dc,d43acd18e8ddabba5c35e88788723ab8d18345da
1cbbe1a129c0d1f53d8e16ca74238334372507dc,db0b44855b14533a22dbbd09f24f62a08cedef80
1cbbe1a129c0d1f53d8e16ca74238334372507dc,dc32a984b651256a8ec282be52310e6bd33d9815
1cbbe1a129c0d1f53d8e16ca74238334372507dc,df02209677b32692b90e4831d4e5c1c14c13cff8
1cbbe1a129c0d1f53d8e16ca74238334372507dc,e30b7efdac918fbbefc683854d37042dd3a288f0
1cbbe1a129c0d1f53d8e16ca74238334372507dc,f043d2f6b8c9e631098d63f672fcf440adfab281
1cbbe1a129c0d1f53d8e16ca74238334372507dc,f3058ac35927720d2a229984b10524e36d87d7dc
1cbbe1a129c0d1f53d8e16ca74238334372507dc,fae835d155ab7a11361a56ce811a3f7620833e55
1e6dc077ea425862d9b52ed7a1c0f240794194c7,6e08bd9b6ecb3e3978de66c5f8bd8636367413bc
203de5cb6d25b5c5327c056d8578dc194c174b59,703d49a335799262e474ed8fe6044cd641a9e00a
2045baef449971d8d6c650dc039a05d7144271b7,703d49a335799262e474ed8fe6044cd641a9e00a
206fd3926ac1f0aca3ddb9e10b0ba34d0244deee,703d49a335799262e474ed8fe6044cd641a9e00a
20bdb4a2113972ce4f3cc809dafc52ac7c60e338,6e08bd9b6ecb3e3978de66c5f8bd8636367413bc
215ecd1ff41819463e7633a7193473def65eddc9,703d49a335799262e474ed8fe6044cd641a9e00a
21793579999d3e954aa3d1e69566cf44551e5229,703d49a335799262e474ed8fe6044cd641a9e00a
231916d51c3b86f4289d5bd675b9ec679c000798,703d49a335799262e474ed8fe6044cd641a9e00a
27786503f7d91b45a3805fd5a12a00caf83a2f98,6e08bd9b6ecb3e3978de66c5f8bd8636367413bc
27a9d6e5a646cc39f2c303e8db76871c7e54e50c,703d49a335799262e474ed8fe6044cd641a9e00a
2c3537e064cbe0ef5d9b5dc19e2a2fdb3a4662fd,703d49a335799262e474ed8fe6044cd641a9e00a
2caabee00799e2ea0b6ba4ef8cf734d2163d2953,6e08bd9b6ecb3e3978de66c5f8bd8636367413bc
2d4caf25fd89e955a667ce52476654f5a1285a25,6e08bd9b6ecb3e3978de66c5f8bd8636367413bc
2d9c5645a5e0b698827dac1fdd585b7a8fe19ded,6e08bd9b6ecb3e3978de66c5f8bd8636367413bc
2e3dc7796b648870b04b3caabcda697f4db0528e,703d49a335799262e474ed8fe6044cd641a9e00a
326cecd1e73da6790cc30fafc298489882e20c7f,1cbbe1a129c0d1f53d8e16ca74238334372507dc
349d51a8240d324792603dccc57b0c34a9d388ee,703d49a335799262e474ed8fe6044cd641a9e00a
34a9d9182c479621dc580e4f5662ccec9d7acdd6,703d49a335799262e474ed8fe6044cd641a9e00a
369ddb839e41bace66c4306597115a7847d79db5,703d49a335799262e474ed8fe6044cd641a9e00a
371689e4350bbdf65fe470780ed9df955b49eab5,087c755ff8689e4c5d846f952e9b2ed17dfe99f9
373192777040fd9a4d8ffe9a512ab8727f7fd789,703d49a335799262e474ed8fe6044cd641a9e00a
3829bd4f36daa8cdac7ed856e248828ba4f9fd04,703d49a335799262e474ed8fe6044cd641a9e00a
3f3f9b25f19cff4e74adfba9a6a64860422797e3,703d49a335799262e474ed8fe6044cd641a9e00a
3f8b25f82a4ebf3d2194cba063c040e070ad0fe5,087c755ff8689e4c5d846f952e9b2ed17dfe99f9
42a5558d00f141ed1b5e87579abd0e8c26deb19d,6e08bd9b6ecb3e3978de66c5f8bd8636367413bc
42e276625f7cda295b8a605085bf7e586e16c3d7,703d49a335799262e474ed8fe6044cd641a9e00a
4773398fd2fdf1feddb194aa3e90da270fd3db11,087c755ff8689e4c5d846f952e9b2ed17dfe99f9
4b3ab3a7e392e2912db22e4e285a22d7ffc96522,703d49a335799262e474ed8fe6044cd641a9e00a
599d7a507ea013a542e6cf51108756f6942d2f89,703d49a335799262e474ed8fe6044cd641a9e00a
5c5ac84bbc5099041227684da8e27cb927ecd329,703d49a335799262e474ed8fe6044cd641a9e00a
5d3abcccb59579c4e108d9c393f6fcdf080ec859,703d49a335799262e474ed8fe6044cd641a9e00a
6081a05db064cb0844c5aa3656df8e3e72812c19,703d49a335799262e474ed8fe6044cd641a9e00a
645c61bf401aca80ceec764158ee6a641f82e7f2,703d49a335799262e474ed8fe6044cd641a9e00a
6492da4ac426417f1f74e8569ce7498657e31f1c,1cbbe1a129c0d1f53d8e16ca74238334372507dc
6e08bd9b6ecb3e3978de66c5f8bd8636367413bc,017324b274bb0e0338484723e4fdde85e7b5c0f1
6e08bd9b6ecb3e3978de66c5f8bd8636367413bc,02033e83ff310f35e4623bd339982c52d926f2d5
6e08bd9b6ecb3e3978de66c5f8bd8636367413bc,171eea6741f15c64b605d1d080a7336925b7bd5c
6e08bd9b6ecb3e3978de66c5f8bd8636367413bc,19d6eb8e60055418a8faefdb2d49ac879570ea40
6e08bd9b6ecb3e3978de66c5f8bd8636367413bc,1a355da1d3f5149bd7bb4adcb7d8d397828f3ee7
6e08bd9b6ecb3e3978de66c5f8bd8636367413bc,1c4cd724c090e29187e82668ff4147b4c0115edf
6e08bd9b6ecb3e3978de66c5f8bd8636367413bc,1cb5c0940b04fcaaa03fbe3e7928a9602b202d05
6e08bd9b6ecb3e3978de66c5f8bd8636367413bc,205ee08051c83ae659b779e69f17a83329ed222c
6e08bd9b6ecb3e3978de66c5f8bd8636367413bc,22414648cdde723c20973ab72c2a81740452f9ee
6e08bd9b6ecb3e3978de66c5f8bd8636367413bc,2335a086c67594baa10e9fbb23e60af332a06305
6e08bd9b6ecb3e3978de66c5f8bd8636367413bc,2b992a76049e8a0166ee59e159d77cc7e91a7fab
6e08bd9b6ecb3e3978de66c5f8bd8636367413bc,2c0e0440882a42be752268d0b64243243d752a74
6e08bd9b6ecb3e3978de66c5f8bd8636367413bc,2fd2b6dfaafaaf2494cc9168b7310e071a4c654c
6e08bd9b6ecb3e3978de66c5f8bd8636367413bc,30a6f758dd1b2d69ef90263ec048d28bea22b4bd
6e08bd9b6ecb3e3978de66c5f8bd8636367413bc,3633f23a879c22698357acd0d183b85342b9d8a1
6e08bd9b6ecb3e3978de66c5f8bd8636367413bc,37a0280b5c50523644b7bf6294a928cf4ef341de
6e08bd9b6ecb3e3978de66c5f8bd8636367413bc,4d4f41fa429f37ce41de0422938affb7805cf9a8
6e08bd9b6ecb3e3978de66c5f8bd8636367413bc,4ee40843d9d8d25aa2d08c609a4b21dcc94b2d48
6e08bd9b6ecb3e3978de66c5f8bd8636367413bc,4fa31616b834c377c4995c346a2b17464f25692a
6e08bd9b6ecb3e3978de66c5f8bd8636367413bc,5534c3b8bfe03ec0ee3ea3aafd0a4471b07f8b7d
6e08bd9b6ecb3e3978de66c5f8bd8636367413bc,5b548806b70e30c6c343ede91a03b9cddd72a45d
6e08bd9b6ecb3e3978de66c5f8bd8636367413bc,5cfb081ba32c23b5731f44973e5cc365a42f9acb
6e08bd9b6ecb3e3978de66c5f8bd8636367413bc,62a32546e734215ac9a699b281b9e056d1b1f22d
6e08bd9b6ecb3e3978de66c5f8bd8636367413bc,6e2c8dca283232f892c0cc756512f77798404ee7
6e08bd9b6ecb3e3978de66c5f8bd8636367413bc,79a70216035894b11489942be94ccbf6fa06f008
6e08bd9b6ecb3e3978de66c5f8bd8636367413bc,7a5339aec1b643924ffd60e7bc0e2660fcc1e538
6e08bd9b6ecb3e3978de66c5f8bd8636367413bc,81f6f86fa65264b49400fad3d4c418a337ffd58e
6e08bd9b6ecb3e3978de66c5f8bd8636367413bc,8d2e00512c93ac7728bfcdadefae7db2d41610e3
6e08bd9b6ecb3e3978de66c5f8bd8636367413bc,8ff2df3c31a5d41ad09896537477a2f618a121e0
6e08bd9b6ecb3e3978de66c5f8bd8636367413bc,905b7558b7b98d56fe5ddaccf328022fd76683d7
6e08bd9b6ecb3e3978de66c5f8bd8636367413bc,907478c317502f6adbf7b1179c95d20486e9f64e
6e08bd9b6ecb3e3978de66c5f8bd8636367413bc,911247dddb66d1f3ef3ba3235861bd707d15b9ad
6e08bd9b6ecb3e3978de66c5f8bd8636367413bc,a1fec6619d18bd7105ff2a8d6d63a4759f646727
6e08bd9b6ecb3e3978de66c5f8bd8636367413bc,a41ddeb4a2397965061700748ff2e32555208588
6e08bd9b6ecb3e3978de66c5f8bd8636367413bc,bba0ace4ac6be857f2285884a4087bf29b68a0c0
6e08bd9b6ecb3e3978de66c5f8bd8636367413bc,bd07c092ffae1bf4935a79da513208bf4dfa77dd
6e08bd9b6ecb3e3978de66c5f8bd8636367413bc,c0df3f7e79f934a4fa20e4ad17559aaf65b9f8be
6e08bd9b6ecb3e3978de66c5f8bd8636367413bc,c7c28d88785fbe3fcf8932741cd33078c54d01b0
6e08bd9b6ecb3e3978de66c5f8bd8636367413bc,d1d4b6d86ac89daf2be81cc1b4cef3d762e8cef6
6e08bd9b6ecb3e3978de66c5f8bd8636367413bc,d596ac251729fc3647b08b51c5208fdf5414c7c1
6e08bd9b6ecb3e3978de66c5f8bd8636367413bc,d6f907bd780b866cf5c836c2e18ddca61165fa2d
6e08bd9b6ecb3e3978de66c5f8bd8636367413bc,d8a65564f65e68968f08d209286a9e2d7c8838f3
6e08bd9b6ecb3e3978de66c5f8bd8636367413bc,ddcf3073e09b42f2fab83861180ed5841ae13cdf
6e08bd9b6ecb3e3978de66c5f8bd8636367413bc,e1764d640f75c19dd0e77aa34ff416704a373185
6e08bd9b6ecb3e3978de66c5f8bd8636367413bc,ee7d7a3732360144aa635058e5870db6028625cb
6e08bd9b6ecb3e3978de66c5f8bd8636367413bc,eee8c5a828fc952562eb9bb31f8b2cbd3aadc394
6e08bd9b6ecb3e3978de66c5f8bd8636367413bc,f3dc5118e705a2d783825ffb673d3d4812f1a53e
6e08bd9b6ecb3e3978de66c5f8bd8636367413bc,f5899c93c554dd37c737fb4ca2efdd09e4b6068e
6e08bd9b6ecb3e3978de66c5f8bd8636367413bc,f800291797b105ea74eff58649a2eb6a5bf4e1e9
6e08bd9b6ecb3e3978de66c5f8bd8636367413bc,fecd5bd7c6ffd7b1c9efca939113de8b7054af5d
703d49a335799262e474ed8fe6044cd641a9e00a,02de4dcaacba3b8b9ff69fe92b2197cbd9b03b7e
703d49a335799262e474ed8fe6044cd641a9e00a,14e0f844531a3aac207c55d0dcb59a921fde96b2
703d49a335799262e474ed8fe6044cd641a9e00a,1755d42f0dfa973048dd748479ab8648133dc94d
703d49a335799262e474ed8fe6044cd641a9e00a,17e8108ad1335ae221ca1c9276d514a53d7af021
703d49a335799262e474ed8fe6044cd641a9e00a,18766153d11044896226d19d84781fed7686d5a5
703d49a335799262e474ed8fe6044cd641a9e00a,18f16a1c724f9f9a4a11560a310c492b83d29b22
703d49a335799262e474ed8fe6044cd641a9e00a,1a168a602d1b456761868553348393ff528c2915
703d49a335799262e474ed8fe6044cd641a9e00a,23a5984c058d585743a114991d9f59d192c74fed
703d49a335799262e474ed8fe6044cd641a9e00a,2851819b367d5b1909ab1479e0902a5f0d02b8fd
703d49a335799262e474ed8fe6044cd641a9e00a,2e155133e3f1f1cd2594232ff41e06257c927156
703d49a335799262e474ed8fe6044cd641a9e00a,38e3efe94ce47a4ce44c98cf4316108c2c20eeb9
703d49a335799262e474ed8fe6044cd641a9e00a,4833beba751ff38995fcfffe319dbbe57c51ace7
703d49a335799262e474ed8fe6044cd641a9e00a,4ce65de80f2c1ea86c8788d2ba12dd114409d609
703d49a335799262e474ed8fe6044cd641a9e00a,4e011efa540c580e3a0d49bcba3ff2c503b3c34c
703d49a335799262e474ed8fe6044cd641a9e00a,542d6333ba02aac177556ee86d66483f33b668a1
703d49a335799262e474ed8fe6044cd641a9e00a,5694e5f46b608632d64a6052b84e6ff57d769ffd
703d49a335799262e474ed8fe6044cd641a9e00a,5db00cdd5ac582952af5ac4b344c9b13dfce45a2
703d49a335799262e474ed8fe6044cd641a9e00a,608d21702d10aabb0eb9fae08e2392d4f55bb7e0
703d49a335799262e474ed8fe6044cd641a9e00a,69226b6f524f14456ac0761a706a839e940ee114
703d49a335799262e474ed8fe6044cd641a9e00a,6948cec2c9973a126bb4ca5967905d97c139c9d9
703d49a335799262e474ed8fe6044cd641a9e00a,6c993f8b27ff655832715ed407c328899c28ec23
703d49a335799262e474ed8fe6044cd641a9e00a,7481c1f25d0059748c0ba2225b9b2d8153ce6a25
703d49a335799262e474ed8fe6044cd641a9e00a,77b88ea433273ae54f3ce4bbb3883dd78a554011
703d49a335799262e474ed8fe6044cd641a9e00a,7c70459d56214a7a3202732670f5ce726508eff6
703d49a335799262e474ed8fe6044cd641a9e00a,86df18bb1a8747ea76a5fca622eae2b44e1948b6
703d49a335799262e474ed8fe6044cd641a9e00a,872cf937ebadc95097068495e3bb5a7ae131b512
703d49a335799262e474ed8fe6044cd641a9e00a,8b50fef7d8c23a6b9f8a27c05a833c32060548f6
703d49a335799262e474ed8fe6044cd641a9e00a,98de905bd3094e8d064e76aa4b6fff429fc387dc
703d49a335799262e474ed8fe6044cd641a9e00a,9981b57f511b7222934b4a624b4b57b1e601313e
703d49a335799262e474ed8fe6044cd641a9e00a,9d162a1124c0264f18fadefb1f3fcf301e1ca01f
703d49a335799262e474ed8fe6044cd641a9e00a,9f79aa208d4956fd47ad6803691048d800947666
703d49a335799262e474ed8fe6044cd641a9e00a,a95be8c7acdd66f772a0a8db1fe138d4ebb037de
703d49a335799262e474ed8fe6044cd641a9e00a,ab0f556a209b2c33b3dabc8699759e14604cf3fa
703d49a335799262e474ed8fe6044cd641a9e00a,b5599266c3b2f29941383cc786921b7815562a97
703d49a335799262e474ed8fe6044cd641a9e00a,c1b8571e177189a9076c2c7186a535084af6fa1c
703d49a335799262e474ed8fe6044cd641a9e00a,c8053aa86aac5e04eea7922e9f207dd5f895d669
703d49a335799262e474ed8fe6044cd641a9e00a,ce2a41d31657c32a4945d79d5902b1576fed3ad8
703d49a335799262e474ed8fe6044cd641a9e00a,d55d3d019859114ffc4a9ce50aa23a5e08e0876a
703d49a335799262e474ed8fe6044cd641a9e00a,d6b7e17c2bf7d0ee826d791398d6ac9fc7c78aff
703d49a335799262e474ed8fe6044cd641a9e00a,d852660e15e82ae150dcde105639ba2c7d90f01f
703d49a335799262e474ed8fe6044cd641a9e00a,dcabb31822f026e294971f9051e856053cc11e22
703d49a335799262e474ed8fe6044cd641a9e00a,e349ad0c820e145e6146a3be2f05c67c1685827a
703d49a335799262e474ed8fe6044cd641a9e00a,ea484d102432581f1dc5a24ec772029e92d45a5c
703d49a335799262e474ed8fe6044cd641a9e00a,eb2230fd438b96defdb29bd9ca8a103747c1b2ea
703d49a335799262e474ed8fe6044cd641a9e00a,ed893e2f68ead808d62567f885b827716fb0d44e
703d49a335799262e474ed8fe6044cd641a9e00a,ef255fa3154e9fb7b172ce7b071f32b70dab2cbb
703d49a335799262e474ed8fe6044cd641a9e00a,f488b6e10347e4e5280eaac69758f9bac25c1b5a
7780dd922e51ae62139ecd275ee6b65802068ae4,087c755ff8689e4c5d846f952e9b2ed17dfe99f9
77eb93b7644cef913c47d51a22994d251dcaa6df,703d49a335799262e474ed8fe6044cd641a9e00a
78e95db0182d8008dcf346bf52d357af51ca0ccc,087c755ff8689e4c5d846f952e9b2ed17dfe99f9
7e648117ba6f69c05839600ba6e185fd71cab854,1cbbe1a129c0d1f53d8e16ca74238334372507dc
7f5144433c4ee13328e7c20a002ccbd40108727d,703d49a335799262e474ed8fe6044cd641a9e00a
811f966ef2cc73ff1fee667b5bd9992326c200c9,703d49a335799262e474ed8fe6044cd641a9e00a
823c64425a551bd18e4761fe0a5a58d67da10c6c,703d49a335799262e474ed8fe6044cd641a9e00a
8572b13f01fa9fc234228702de0a021e38c21e65,1cbbe1a129c0d1f53d8e16ca74238334372507dc
897f0a4aa81dac2ab2679541032fcdf7b8c7eff5,1cbbe1a129c0d1f53d8e16ca74238334372507dc
8a597f196aff64d2f4a9e5b12c0a28854a905312,703d49a335799262e474ed8fe6044cd641a9e00a
99f36fbc03755b79e1a9c58069b43a284fc6e493,6e08bd9b6ecb3e3978de66c5f8bd8636367413bc
9d5753c117f1ba931ffe594aa58ad32208679a23,6e08bd9b6ecb3e3978de66c5f8bd8636367413bc
9d6fa9cd4dfc8fff9d043c9156ca7e3d2a86648b,1cbbe1a129c0d1f53d8e16ca74238334372507dc
a1a9aec9e449e28e04157bca948377419a95c351,1cbbe1a129c0d1f53d8e16ca74238334372507dc
a47b83f50d74f5e711005b30ed5f4c96939aadc9,703d49a335799262e474ed8fe6044cd641a9e00a
a4b4539190340f49dbb48ef7b00a8a03cad96a69,703d49a335799262e474ed8fe6044cd641a9e00a
a5cd1c6a944cbc4c566a55455a847782e9c5db00,703d49a335799262e474ed8fe6044cd641a9e00a
a7d7a677b74f1de3514164096aeade69f6da0e6f,703d49a335799262e474ed8fe6044cd641a9e00a
a87863d578d6bd9a178936af5da6aec74c263537,703d49a335799262e474ed8fe6044cd641a9e00a
aade40af0d85b0b4fe15c97f6222d5c2e4d6d9b3,1cbbe1a129c0d1f53d8e16ca74238334372507dc
ba4cbe60dae7a8f6c2366a968b477598c01211ec,087c755ff8689e4c5d846f952e9b2ed17dfe99f9
bc4d58b1f53368327830aeba343eb62fc106cb30,087c755ff8689e4c5d846f952e9b2ed17dfe99f9
bd4c7a30160514194200b6894570ff3ca39918e9,703d49a335799262e474ed8fe6044cd641a9e00a
be844a7b0883929fa10da456d3bedcb223e97a11,6e08bd9b6ecb3e3978de66c5f8bd8636367413bc
c8c872592b1a4df71be5896601fb947beea62b07,703d49a335799262e474ed8fe6044cd641a9e00a
c98b45c24389949ab0f95df49475fb7bb6167e2d,087c755ff8689e4c5d846f952e9b2ed17dfe99f9
ca6dfc91d4cca2f4677a68d8301c1928bb08519e,087c755ff8689e4c5d846f952e9b2ed17dfe99f9
d3ef3ae3f68f473c6bb8ef77242403454821b650,6e08bd9b6ecb3e3978de66c5f8bd8636367413bc
db0f1d63f8fc50f056d2742fb0210277697208cb,6e08bd9b6ecb3e3978de66c5f8bd8636367413bc
dc4348580ce8166ee15487f30fb517fbe0c8a1f6,1cbbe1a129c0d1f53d8e16ca74238334372507dc
dc51ca0b6516c0fbf81e243bb7021c21bd38a12d,703d49a335799262e474ed8fe6044cd641a9e00a
dd6823a807fa107d0d9f66a860c00db3b657c122,703d49a335799262e474ed8fe6044cd641a9e00a
e2523915c927b088b2f01711300adc62a4647071,703d49a335799262e474ed8fe6044cd641a9e00a
e519a9dca367a6a4ab0dcd2f3c1b381802be5893,6e08bd9b6ecb3e3978de66c5f8bd8636367413bc
eb14be4b8ff41e9497ce355ecf94fd17cfc91bb3,6e08bd9b6ecb3e3978de66c5f8bd8636367413bc
eb1bfb62d2c4b396adf486a3bb81b8c91411e872,703d49a335799262e474ed8fe6044cd641a9e00a
ef3c4a0533fbfde68898a4590f02ee994eb55a7a,703d49a335799262e474ed8fe6044cd641a9e00a
