author_id,paper_id,role,is_corresponding,author_order
2315141827,514e4e91e0fbddaa85857760d4f206a18228d614,co-author,false,2
2315223469,514e4e91e0fbddaa85857760d4f206a18228d614,co-author,false,3
2316479178,514e4e91e0fbddaa85857760d4f206a18228d614,co-author,false,5
2331178177,6e08bd9b6ecb3e3978de66c5f8bd8636367413bc,co-author,false,1
2331178283,6e08bd9b6ecb3e3978de66c5f8bd8636367413bc,co-author,false,2
2331968570,27d0ae215acfaa5914fc13cea20626c9470848c2,co-author,false,2
2331968811,27d0ae215acfaa5914fc13cea20626c9470848c2,co-author,false,3
2331973976,27d0ae215acfaa5914fc13cea20626c9470848c2,co-author,false,1
2335443776,3ca49899da83e160280c709288973e9caed30fa2,co-author,false,3
2335444768,3ca49899da83e160280c709288973e9caed30fa2,co-author,false,2
2335448038,3ca49899da83e160280c709288973e9caed30fa2,co-author,false,1
2341319603,087c755ff8689e4c5d846f952e9b2ed17dfe99f9,co-author,false,4
2341325896,087c755ff8689e4c5d846f952e9b2ed17dfe99f9,co-author,false,3
2341331931,087c755ff8689e4c5d846f952e9b2ed17dfe99f9,co-author,false,6
2346110195,514e4e91e0fbddaa85857760d4f206a18228d614,co-author,false,6
2434366,5abf79226a8ffa2dcf33ca98bfc36c8bb01cc4fc,co-author,false,6
25003800,1cbbe1a129c0d1f53d8e16ca74238334372507dc,co-author,false,3
2516234,59078a26c42e8609244f1c3e01f05af74a3773bf,main,true,0
2573120,59078a26c42e8609244f1c3e01f05af74a3773bf,co-author,false,2
2772109,5abf79226a8ffa2dcf33ca98bfc36c8bb01cc4fc,main,true,0
2790411,459cf4e6476d5e19f1bc422c162bcded54ca7f95,co-author,false,1
2919642,1cbbe1a129c0d1f53d8e16ca74238334372507dc,main,true,0
32519729,3c78b9d672e5bb2e065bcac54b52aa08b94b7321,co-author,false,2
3255268,06424dcd3be195738b653d2ee4358d9974f4cb30,co-author,false,4
3306904,85b681e08c9db87dc19a5d5d8664e0027a8e8ad9,co-author,false,2
35003282,5abf79226a8ffa2dcf33ca98bfc36c8bb01cc4fc,co-author,false,2
36039638,85b681e08c9db87dc19a5d5d8664e0027a8e8ad9,co-author,false,1
40046694,033275ccc2c7c5c38592ae893da0b5923cf90717,main,true,0
40918064,3ca49899da83e160280c709288973e9caed30fa2,main,true,0
40977242,703d49a335799262e474ed8fe6044cd641a9e00a,main,true,0
47817869,087c755ff8689e4c5d846f952e9b2ed17dfe99f9,co-author,false,2
48035814,59078a26c42e8609244f1c3e01f05af74a3773bf,co-author,false,1
48195883,3c78b9d672e5bb2e065bcac54b52aa08b94b7321,main,true,0
9031926,033275ccc2c7c5c38592ae893da0b5923cf90717,co-author,false,3
