src_paper_id,dst_paper_id,context,rank_score
033275ccc2c7c5c38592ae893da0b5923cf90717,1a403141486c158533d712f189c11fdf5c1e4d72,background,1.0
033275ccc2c7c5c38592ae893da0b5923cf90717,1b6e810ce0afd0dd093f789d2b2742d047e316d5,background,1.0
033275ccc2c7c5c38592ae893da0b5923cf90717,1cbbe1a129c0d1f53d8e16ca74238334372507dc,background,1.0
033275ccc2c7c5c38592ae893da0b5923cf90717,2029349c55c1dba3493c5b3bd25152f18ba21ae2,background,1.0
033275ccc2c7c5c38592ae893da0b5923cf90717,214091eea096323f2b7c38a4b7b4ce6d7f2bcd1f,background,1.0
033275ccc2c7c5c38592ae893da0b5923cf90717,2d471a31d55ab1317167e4d9df270ca02d3749bc,background,1.0
033275ccc2c7c5c38592ae893da0b5923cf90717,2d80d0b053179988f2155ea9eaf57b60a7742c16,background,1.0
033275ccc2c7c5c38592ae893da0b5923cf90717,334f4d63c8974c685389ffee8d8ea907c8b583f3,background,1.0
033275ccc2c7c5c38592ae893da0b5923cf90717,3f4dff0c50a2edc4d38973669f8459449f114e28,background,1.0
033275ccc2c7c5c38592ae893da0b5923cf90717,40047a74b707743157051d38f76061ba5ff9aab4,background,1.0
033275ccc2c7c5c38592ae893da0b5923cf90717,41113259f3438532ede5b42fd29755605af608fe,background,1.0
033275ccc2c7c5c38592ae893da0b5923cf90717,498687015d52ea85e3feda8b76c6291ac26f3656,background,1.0
033275ccc2c7c5c38592ae893da0b5923cf90717,4baf6f668b6b10a33a16f12aa51b0edef02b1c35,background,1.0
033275ccc2c7c5c38592ae893da0b5923cf90717,4f210afb00371eb1dda1dd618335184857235c16,background,1.0
033275ccc2c7c5c38592ae893da0b5923cf90717,52281d6445b9a1f119a49e39d68854206796d396,background,1.0
033275ccc2c7c5c38592ae893da0b5923cf90717,53eecd3d126a11911b53c639a7a808cac4fbf127,background,1.0
033275ccc2c7c5c38592ae893da0b5923cf90717,5437e8adab596d7294124c0e798708e050e25321,background,1.0
033275ccc2c7c5c38592ae893da0b5923cf90717,5cc58bcfb9bf39d4114eab88fca36eb0ce36afd9,background,1.0
033275ccc2c7c5c38592ae893da0b5923cf90717,5ccc962347e31f21482ba534cb1772e6e1e3ae02,background,1.0
033275ccc2c7c5c38592ae893da0b5923cf90717,5f19ae1135a9500940978104ec15a5b8751bc7d2,background,1.0
033275ccc2c7c5c38592ae893da0b5923cf90717,671b9426635f28c602569e56fb99a0e5fc74abca,background,1.0
033275ccc2c7c5c38592ae893da0b5923cf90717,6845bea94b2fb17d4377b3bb2bd10f73a959f9cc,background,1.0
033275ccc2c7c5c38592ae893da0b5923cf90717,6c943670dca38bfc7c8b477ae7c2d1fba1ad3691,background,1.0
033275ccc2c7c5c38592ae893da0b5923cf90717,76b042a91efd3d8f61e44f421b1839cb0d9fc309,background,1.0
033275ccc2c7c5c38592ae893da0b5923cf90717,7d275bb20b36926e039fb604f9fb93340a70e63c,background,1.0
033275ccc2c7c5c38592ae893da0b5923cf90717,a43425af7413e62c816a8fc007ab443465761829,background,1.0
033275ccc2c7c5c38592ae893da0b5923cf90717,ae33e3182b2d1502f8f849696f3e79eb2fa5c758,background,1.0
033275ccc2c7c5c38592ae893da0b5923cf90717,b2bc1dbbd46352637ebbd0a38a6d92b56d5819ec,background,1.0
033275ccc2c7c5c38592ae893da0b5923cf90717,b45ea6ddc9d964116addaf1dafd0641d78a6228e,background,1.0
033275ccc2c7c5c38592ae893da0b5923cf90717,b4ba06e178e3a56436d1253b794669d4831be328,background,1.0
033275ccc2c7c5c38592ae893da0b5923cf90717,c2329c685f11efa25c562f97be71ff03103423fd,background,1.0
033275ccc2c7c5c38592ae893da0b5923cf90717,c663d4b4d413ba306229cd42f9339e939052b11f,background,1.0
033275ccc2c7c5c38592ae893da0b5923cf90717,c86e5250ded531f8b7747ec05f3b49ba994359ee,background,1.0
033275ccc2c7c5c38592ae893da0b5923cf90717,cff582c6d7a28c48e0d37ac3c10ea9a8c3fc4e78,background,1.0
033275ccc2c7c5c38592ae893da0b5923cf90717,d2c177f6386e7b88b406e2f741ed5387e4ced3b0,background,1.0
033275ccc2c7c5c38592ae893da0b5923cf90717,d565f60b11032fe9d9d842eb6b67057c97638c71,background,1.0
033275ccc2c7c5c38592ae893da0b5923cf90717,d6d1403e4ae95776e75e12378e675a82101cf33c,background,1.0
033275ccc2c7c5c38592ae893da0b5923cf90717,d7f9bc1acde978072050b6fe2dfdb237f94e480e,background,1.0
033275ccc2c7c5c38592ae893da0b5923cf90717,d94e7aeab88d07f0b50b7866ceb5baa3c29be859,background,1.0
033275ccc2c7c5c38592ae893da0b5923cf90717,e7139f6831f32bff95c1a9cfc9b10ec4f24ce36b,background,1.0
033275ccc2c7c5c38592ae893da0b5923cf90717,f92535edac9d1c735feabdb4d94c1157f12d899c,background,1.0
033275ccc2c7c5c38592ae893da0b5923cf90717,fd2be70debe968d67514507c1bc362c78867ff15,background,1.0
035b2d70203a267ed8fa03432e28e839676ba16a,703d49a335799262e474ed8fe6044cd641a9e00a,background,1.0
036dfe3a81b2c71c3970e079c189d24e88a716cb,459cf4e6476d5e19f1bc422c162bcded54ca7f95,background,1.0
039552a031dfaedb7b6f1d7560d6104406165dd5,4f873d5a3ab80402e206a361eeffd3b69f014db0,background,1.0
03ec681537288cdcc8f3c18cec11330be4192e06,85b681e08c9db87dc19a5d5d8664e0027a8e8ad9,background,1.0
0443c9a0fbb403d5e7d3593f5d286cb74ed0b490,1d0d84a1f4e8de75151d88bd152816f18109d032,background,1.0
0446d4be47186ec885acce5fa228c6aa08e226f1,703d49a335799262e474ed8fe6044cd641a9e00a,background,1.0
045d89342c18c9b40549170b6c4f22edb808f2fb,17a6213e30895fb7e5d0b368236ea8beeb94ee86,background,1.0
0464669bb52dda5a52d656dc721ca468b2634e58,659d8b24e53e8adfbcb1f16b26ada2cb8afa2c85,background,1.0
049bf5252d47a0d3bab8bd13ef010c607e9d43bc,93e6ba25e4c45c3f204a09b6a6b8b02bd3596091,background,1.0
049bf5252d47a0d3bab8bd13ef010c607e9d43bc,c858ba9bce833896b49878a6793dbb382ed83c9e,background,1.0
04a6e415891c1d4538be450624d5e03a4d0f31cc,2d95c27d4ed8cfb8379164888cd79c6b239250b4,background,1.0
04f51eed1369f67fe5a0d8834651fb6c168bff79,44ec06d911eed44ee99be61bd9ce964a824a2ed7,background,1.0
0506740b4d949910d416a9dfc85160fb9c4af596,459cf4e6476d5e19f1bc422c162bcded54ca7f95,background,1.0
0506740b4d949910d416a9dfc85160fb9c4af596,689c7a86d973895a14feb984b8faa3d5581038ef,background,1.0
05fc1d58bd23cb3e7abc47ea2007a09a5378c5f1,087c755ff8689e4c5d846f952e9b2ed17dfe99f9,background,1.0
0600153a398f713513b683ff6298490428ebfe48,6ea38aacc779506909d425aa19114b92bb1854f8,background,1.0
060c2264f21f16523ed7c194e78fabc90a982c2f,703d49a335799262e474ed8fe6044cd641a9e00a,background,1.0
0618ee476140b99e23a80aff1bfb5fb657e190c3,13bd0e08713f0b340396634892d2c9e3c5bee548,background,1.0
0671379e4f5e3023ae38a1a02f72a096beabe4a9,a20e707395132f750fa958ebc0ea629b23b57bfe,background,1.0
06f91d7f2c0bddfa5150150a9fe2da9b216acdd0,b8e30590ac81875a7fc4f7cfd425bd5148a72f5c,background,1.0
07157302b9f474850ab23ab7e554a47e737fbbfe,514e4e91e0fbddaa85857760d4f206a18228d614,background,1.0
07870b0ee6dc8c9f1374eee2b0eb9032cc885ecf,44ec06d911eed44ee99be61bd9ce964a824a2ed7,background,1.0
07f05fd393c9562a4585030f2945945323191c0f,1d0d84a1f4e8de75151d88bd152816f18109d032,background,1.0
087c755ff8689e4c5d846f952e9b2ed17dfe99f9,114f5909886f8b505bc75ff179bdaa3a35ed862f,background,1.0
087c755ff8689e4c5d846f952e9b2ed17dfe99f9,1a85628dd645ea86b7c146613651fdb30bb32c1d,background,1.0
087c755ff8689e4c5d846f952e9b2ed17dfe99f9,28b5df48dd23ffc7e7d64fc43e2a420e05ab88f8,background,1.0
087c755ff8689e4c5d846f952e9b2ed17dfe99f9,37ea01066a563c661587b7c3f50fbf64d1bf311a,background,1.0
087c755ff8689e4c5d846f952e9b2ed17dfe99f9,38e80ecf905f74e734f8177f663310ac74072a99,background,1.0
087c755ff8689e4c5d846f952e9b2ed17dfe99f9,40b551e16a75449b8f59c455c9c995ba4da6ab66,background,1.0
087c755ff8689e4c5d846f952e9b2ed17dfe99f9,4748d22348e72e6e06c2476486afddbc76e5eca7,background,1.0
087c755ff8689e4c5d846f952e9b2ed17dfe99f9,4f662c42b2bd52422b70d8f44175f33cec4f8969,background,1.0
087c755ff8689e4c5d846f952e9b2ed17dfe99f9,61a912322b70be5b29920a8f9dde47254e364a5a,background,1.0
087c755ff8689e4c5d846f952e9b2ed17dfe99f9,69d10ea099a2280639bdc43336fd8e4bd4d5ef92,background,1.0
087c755ff8689e4c5d846f952e9b2ed17dfe99f9,6d9400b40e092c9d79ff9846b3133b8baf43ac42,background,1.0
087c755ff8689e4c5d846f952e9b2ed17dfe99f9,7d88d1b6140af888ec367e7e8c5f7265c87975db,background,1.0
087c755ff8689e4c5d846f952e9b2ed17dfe99f9,830de5d61d5ee31a9b5223c1d9a722bce5e29e52,background,1.0
087c755ff8689e4c5d846f952e9b2ed17dfe99f9,899f86566b04e7a79d15cd2df62fbb2e66ec8b75,background,1.0
087c755ff8689e4c5d846f952e9b2ed17dfe99f9,9ab45aa875b56335303398e84a59a3756cd9d530,background,1.0
087c755ff8689e4c5d846f952e9b2ed17dfe99f9,b538999f458a12df98d197befcc4426525cf8237,background,1.0
087c755ff8689e4c5d846f952e9b2ed17dfe99f9,b8479ba8d26c593f969598495ddf8a6bf9839f85,background,1.0
087c755ff8689e4c5d846f952e9b2ed17dfe99f9,bf6ee0a99c7c52e804485a3dd88506c15d29702c,background,1.0
087c755ff8689e4c5d846f952e9b2ed17dfe99f9,c1799bf28d1ae93e1631be5b59196ee1e568f538,background,1.0
087c755ff8689e4c5d846f952e9b2ed17dfe99f9,db6084fdb3baceddacdc726474722debe1ef7e65,background,1.0
087c755ff8689e4c5d846f952e9b2ed17dfe99f9,eb9c4a07a336e8deefe7b399c550d3af0241238e,background,1.0
08af08f58f767a3ac6a967167185230b927b92f0,d427db1ba2cc92b36d16a5e5114f1027c90fff68,background,1.0
08e4c1166fbd2af490584f3bbef070f79a4e3427,86e9b0585c8b866665de18b2744d69aefff3e16d,background,1.0
091e9750202cb64fde47c58f9dab04caebe0550f,c867c372ed78e27c53feaf788e74aa7506302bbe,background,1.0
096dd701f7d5b456a95a13af517b9c983d3dc2d6,c858ba9bce833896b49878a6793dbb382ed83c9e,background,1.0
09c8e630e7fe872d637f9ca382f0a74251fe5167,703d49a335799262e474ed8fe6044cd641a9e00a,background,1.0
09d9cd1dd6e32005f37a7906a163d38f55124e85,d154d986c3a402c207c6c0e22093f2e1a878fe71,background,1.0
0a112f4105b3117de5617a01c31acd8f31dadfb3,6e08bd9b6ecb3e3978de66c5f8bd8636367413bc,background,1.0
0a15112fc1ee8eebd7e3a183e8b5cbbfec1f28a4,bcca5c7e9180c4890936343d79e812cb16cbefb6,background,1.0
0a4c387e78472bb69c3429319463571dae38dba5,459cf4e6476d5e19f1bc422c162bcded54ca7f95,background,1.0
0a574c06366dd66c510e69ddcb0cc6b7e6dc5754,703d49a335799262e474ed8fe6044cd641a9e00a,background,1.0
0abc053c2504c338c73ce53573bb8e81d7820cdc,f295128bb1846e441a5195d5bbf4902f49186e30,background,1.0
0b04a1a6b33afc0f7ed2b2dfc186055554ea9f5b,86e9b0585c8b866665de18b2744d69aefff3e16d,background,1.0
0b083953239d0617b534a0d76762fa8350db4e6f,93e6ba25e4c45c3f204a09b6a6b8b02bd3596091,background,1.0
0b26aab0be55696b664cb60d4f6591e34df080fe,d427db1ba2cc92b36d16a5e5114f1027c90fff68,background,1.0
0b26c6d1323d40445aaa2108ca773da4732f2861,0443c9a0fbb403d5e7d3593f5d286cb74ed0b490,background,1.0
0b5ec3959bdacaa93e4407750904ed2acd26a4f1,16a65dcd609d48f79a9a271377628fdae5315a62,background,1.0
0b91fb978fdd5110e39501dd51fe1ce9c8a4f836,c858ba9bce833896b49878a6793dbb382ed83c9e,background,1.0
0c3b9eda74ae9d9f31ad30effa9b672916704968,e8505f6175585713aa7b785285b3abc4113b57ef,background,1.0
0d44a7de3eeddfe94b894476004c5bacc7288f95,514e4e91e0fbddaa85857760d4f206a18228d614,background,1.0
0dc17bf8d734f246f8e590d0021b29980775b195,02808823641975868e3212fd7ae859514fdbdf32,background,1.0
0dc17bf8d734f246f8e590d0021b29980775b195,2d95c27d4ed8cfb8379164888cd79c6b239250b4,background,1.0
0dc17bf8d734f246f8e590d0021b29980775b195,659d8b24e53e8adfbcb1f16b26ada2cb8afa2c85,background,1.0
0dcf0c2ebb1c2e5d36e106875256626a85c91986,033275ccc2c7c5c38592ae893da0b5923cf90717,background,1.0
0dd2b81253fe5e3f03af90f051c38cd2b2c5180a,1cbbe1a129c0d1f53d8e16ca74238334372507dc,background,1.0
0dd2b81253fe5e3f03af90f051c38cd2b2c5180a,d852660e15e82ae150dcde105639ba2c7d90f01f,background,1.0
0dd4c4328faca862589d85b66c12578f81be717e,86e9b0585c8b866665de18b2744d69aefff3e16d,background,1.0
0dd4c4328faca862589d85b66c12578f81be717e,b8e30590ac81875a7fc4f7cfd425bd5148a72f5c,background,1.0
0dfadc820baac4b44b8d3afeea3d89e11339ca1f,689c7a86d973895a14feb984b8faa3d5581038ef,background,1.0
0dfadc820baac4b44b8d3afeea3d89e11339ca1f,a20e707395132f750fa958ebc0ea629b23b57bfe,background,1.0
0e2900d81b432f4d25a1264112c05d9f8cff0efe,bcca5c7e9180c4890936343d79e812cb16cbefb6,background,1.0
0e2900d81b432f4d25a1264112c05d9f8cff0efe,c867c372ed78e27c53feaf788e74aa7506302bbe,background,1.0
0e43c715169a4cb43bcc1da8c34316f7ae69f5c2,459cf4e6476d5e19f1bc422c162bcded54ca7f95,background,1.0
0e91b2e8a59e7c34e0c5cd58c99dd202b28109e8,16a65dcd609d48f79a9a271377628fdae5315a62,background,1.0
0e91b2e8a59e7c34e0c5cd58c99dd202b28109e8,459cf4e6476d5e19f1bc422c162bcded54ca7f95,background,1.0
0e91b2e8a59e7c34e0c5cd58c99dd202b28109e8,a20e707395132f750fa958ebc0ea629b23b57bfe,background,1.0
0e91b2e8a59e7c34e0c5cd58c99dd202b28109e8,bcca5c7e9180c4890936343d79e812cb16cbefb6,background,1.0
0ea68e613393b930c97175c516459dbec5dfd238,86e9b0585c8b866665de18b2744d69aefff3e16d,background,1.0
0f15980152dc3ab33d72b47838462267ea9c81d3,85b681e08c9db87dc19a5d5d8664e0027a8e8ad9,background,1.0
0f1ac0f065fd8625e4d9376961832528e7d2c0d9,17a6213e30895fb7e5d0b368236ea8beeb94ee86,background,1.0
0f5cfb4afaf7dbc95f8a11c1edfa18881bd16e6e,1d0d84a1f4e8de75151d88bd152816f18109d032,background,1.0
0fd8364b7e6c45beec36cba20edd0bfeaf18e09e,93e6ba25e4c45c3f204a09b6a6b8b02bd3596091,background,1.0
1034a13db4ce393c00484194e968faae7f410aea,86e9b0585c8b866665de18b2744d69aefff3e16d,background,1.0
104b95d349948e196b49eba101ea8bf14c8a73dc,c867c372ed78e27c53feaf788e74aa7506302bbe,background,1.0
10d6e500c37313a00a4eda236138ecaadd6dd876,2d95c27d4ed8cfb8379164888cd79c6b239250b4,background,1.0
115b93272e0311e5e7f2ca2108b0cdf7ea4fa6cd,087c755ff8689e4c5d846f952e9b2ed17dfe99f9,background,1.0
11613de2ea5f94635383e7a4e4742758caf2d243,7549a6e03afdd42ae94c19235db076319eeb34f8,background,1.0
1164e5389bd8d355d379c3e07c0f956b55e7a5eb,27d0ae215acfaa5914fc13cea20626c9470848c2,background,1.0
1166d9647cff004cadd677bcb5a580e86c593826,6e08bd9b6ecb3e3978de66c5f8bd8636367413bc,background,1.0
116d789c5240de651b4d455ed71d68c5eb4cecb5,86e9b0585c8b866665de18b2744d69aefff3e16d,background,1.0
11794cd5ca0fee8b26a9c6ab5430a53cc37cd9cc,7549a6e03afdd42ae94c19235db076319eeb34f8,background,1.0
11c74e1fb11d80740f3ddf71c54496e441fd4a16,16a65dcd609d48f79a9a271377628fdae5315a62,background,1.0
122a535ae02d4e0fa2512f9c3be77eae6a007266,02808823641975868e3212fd7ae859514fdbdf32,background,1.0
122a535ae02d4e0fa2512f9c3be77eae6a007266,d154d986c3a402c207c6c0e22093f2e1a878fe71,background,1.0
1270bcf3eadb6072a821e61a2fefb1935ee15dc6,c867c372ed78e27c53feaf788e74aa7506302bbe,background,1.0
12b4edea5208e9019d7dc4105d31bcb66f2336e2,a20e707395132f750fa958ebc0ea629b23b57bfe,background,1.0
131b6e4f803cf5fb3df947132cf8c731065881d5,c858ba9bce833896b49878a6793dbb382ed83c9e,background,1.0
131b6e4f803cf5fb3df947132cf8c731065881d5,d852660e15e82ae150dcde105639ba2c7d90f01f,background,1.0
131db6726827fea1b0012f9a6419f56798bdd49e,93e6ba25e4c45c3f204a09b6a6b8b02bd3596091,background,1.0
133f659fac4d5b60098ede4e3efe789425898674,1d0d84a1f4e8de75151d88bd152816f18109d032,background,1.0
1345b2d16f5542556144856620b0f9efe519a168,c867c372ed78e27c53feaf788e74aa7506302bbe,background,1.0
1350477cc06ff620b47cc509e0a7bb986dfb0c8a,6ea38aacc779506909d425aa19114b92bb1854f8,background,1.0
1362dd2314e893e367f67b5d0d1df73b00a6f8c5,b8e30590ac81875a7fc4f7cfd425bd5148a72f5c,background,1.0
139287fd5444fe2e5128fef913afbd17d63b0e51,02808823641975868e3212fd7ae859514fdbdf32,background,1.0
139e371a1e2bf83e5662d6340dd2932556654f55,b8e30590ac81875a7fc4f7cfd425bd5148a72f5c,background,1.0
13e8abc908f8f6b6bd95528b401491b1367b9fda,703d49a335799262e474ed8fe6044cd641a9e00a,background,1.0
1468207a8fc827d17d76434477016c48c85861ce,06424dcd3be195738b653d2ee4358d9974f4cb30,background,1.0
14f60d91bcd33b090cc39ee2d2f6d870f61627b2,86e9b0585c8b866665de18b2744d69aefff3e16d,background,1.0
1511641044e0531488675eb7514ad517c282cca7,1d0d84a1f4e8de75151d88bd152816f18109d032,background,1.0
152e16b8eb622b3b9ec36a806eafca1d0d965708,16a65dcd609d48f79a9a271377628fdae5315a62,background,1.0
152e16b8eb622b3b9ec36a806eafca1d0d965708,a20e707395132f750fa958ebc0ea629b23b57bfe,background,1.0
1534872453944130329d5d6b4cf3ced007bfb31e,033275ccc2c7c5c38592ae893da0b5923cf90717,background,1.0
160209b98c0fb3c7d3c3d80e6f8e37b89d3e7110,703d49a335799262e474ed8fe6044cd641a9e00a,background,1.0
1637c6b1db09a18c5a96b0da8be599e66bec6ace,3ca49899da83e160280c709288973e9caed30fa2,background,1.0
165b71f5d143b6d07da11c80a4eec568608a7a12,6ea38aacc779506909d425aa19114b92bb1854f8,background,1.0
16a65dcd609d48f79a9a271377628fdae5315a62,00100ea34eaaab7b50c0de2bf143469bb854af16,background,1.0
16a65dcd609d48f79a9a271377628fdae5315a62,050395689a713c0f1c6cc2483e10fc2b8bfec4e2,background,1.0
16a65dcd609d48f79a9a271377628fdae5315a62,06934d6a2220d58eac1603f8b58ded2081b018fa,background,1.0
16a65dcd609d48f79a9a271377628fdae5315a62,0b528466d3090194a002b2267506a869f0cce3c0,background,1.0
16a65dcd609d48f79a9a271377628fdae5315a62,0e768d0299ac74e5f89a5f80955c091eaf2823d1,background,1.0
16a65dcd609d48f79a9a271377628fdae5315a62,1d43a1eb91b1ffc1a34cafbbdc263e7816d6d7df,background,1.0
16a65dcd609d48f79a9a271377628fdae5315a62,258a350c54890659e1fafc2d3e4f98e34b812f56,background,1.0
16a65dcd609d48f79a9a271377628fdae5315a62,3962ddcab496d4a2a7196dcef370c87f58a3133d,background,1.0
16a65dcd609d48f79a9a271377628fdae5315a62,401a46fbf579ba6f3a51ec20df63dbb45409ccfc,background,1.0
16a65dcd609d48f79a9a271377628fdae5315a62,430fd08176f58140b6a0b239902cb6575bcfc565,background,1.0
16a65dcd609d48f79a9a271377628fdae5315a62,4a2a43580d63331f6dfe666c7133f8a38a822a44,background,1.0
16a65dcd609d48f79a9a271377628fdae5315a62,4d094b2949c8f863d3be83d86e498588ed6032de,background,1.0
16a65dcd609d48f79a9a271377628fdae5315a62,54c31f9d122271ada312ee35eef9771b2a075e1f,background,1.0
16a65dcd609d48f79a9a271377628fdae5315a62,559752b06736e8cac94079b82e222d6be6576e55,background,1.0
16a65dcd609d48f79a9a271377628fdae5315a62,55e5ee34800f50e06320798bbdfcc1231684f415,background,1.0
16a65dcd609d48f79a9a271377628fdae5315a62,59dfdb38f27835e4aa4da5da40301c7e0b9a7f0d,background,1.0
16a65dcd609d48f79a9a271377628fdae5315a62,6084ffa1c52e5bc4b7265e3bf692e07bcf4b39b3,background,1.0
16a65dcd609d48f79a9a271377628fdae5315a62,69bbc118f14aad3a51209235ced268494779f2ef,background,1.0
16a65dcd609d48f79a9a271377628fdae5315a62,6a3226a627e8f4dcdf75379355f997eec2abc1b3,background,1.0
16a65dcd609d48f79a9a271377628fdae5315a62,6cc4b0919f14bdcba4d3f1d97b04bd134bfb45c4,background,1.0
16a65dcd609d48f79a9a271377628fdae5315a62,6ebd11a7e9168bcb18457eedc8d062afc006a489,background,1.0
16a65dcd609d48f79a9a271377628fdae5315a62,78d86b0277e281ad561fcc25bb6099a612944c14,background,1.0
16a65dcd609d48f79a9a271377628fdae5315a62,7c76cd257781830f83af31b6460a81cef32c25aa,background,1.0
16a65dcd609d48f79a9a271377628fdae5315a62,7efd35eb509190bf1d006d4a28b1bf89b812241a,background,1.0
16a65dcd609d48f79a9a271377628fdae5315a62,80f51d272ba050c2419c919e312ecb3922c4c1b3,background,1.0
16a65dcd609d48f79a9a271377628fdae5315a62,82181d5c33590a81ab3b773c3948141eb22d89fb,background,1.0
16a65dcd609d48f79a9a271377628fdae5315a62,8b8dd707258cfa01ee816c87c9ae34e0ec7eaccf,background,1.0
16a65dcd609d48f79a9a271377628fdae5315a62,a0b789d1f3afe9cf6fadfaa8f120479181f0c4e5,background,1.0
16a65dcd609d48f79a9a271377628fdae5315a62,a2b209a27e4306d0eae280576685acf9b591c352,background,1.0
16a65dcd609d48f79a9a271377628fdae5315a62,ade55349859c3d8a313f2aeb93fc993b0405dba3,background,1.0
16a65dcd609d48f79a9a271377628fdae5315a62,beb37468be7c9848fd5a8d450d3fece201dc999d,background,1.0
16a65dcd609d48f79a9a271377628fdae5315a62,c20692ae9385be5ca721039ae3c2f18c20f72b5f,background,1.0
16a65dcd609d48f79a9a271377628fdae5315a62,c42e70aeca20d43d3846e1cf61ae1ca5a84515a7,background,1.0
16a65dcd609d48f79a9a271377628fdae5315a62,c61de4f87155fe7212efaf03819129773a6f2a10,background,1.0
16a65dcd609d48f79a9a271377628fdae5315a62,cac8ccce578e1a70a6eac1b4f716a3ea4bec7517,background,1.0
16a65dcd609d48f79a9a271377628fdae5315a62,cc9344f7ef22f27ec864fdc492e781cdfc81b407,background,1.0
16a65dcd609d48f79a9a271377628fdae5315a62,ce05a808109c6307485aeda93945cd3b0e536623,background,1.0
16a65dcd609d48f79a9a271377628fdae5315a62,cfb4301100b2ba29e4209cfa4c874f08ebe10c1f,background,1.0
16a65dcd609d48f79a9a271377628fdae5315a62,d10eae4603b236e595bf4c11e0e7d350c7256be2,background,1.0
16a65dcd609d48f79a9a271377628fdae5315a62,d852660e15e82ae150dcde105639ba2c7d90f01f,background,1.0
